season,league,date_char,score1,score2,team1,team2
2015,Serie A,22-Aug-15,1,1,Hellas Verona,Roma
2015,Serie A,22-Aug-15,2,1,Lazio,Bologna
2015,Serie A,23-Aug-15,1,3,Empoli,Chievo Verona
2015,Serie A,23-Aug-15,2,0,Fiorentina,Milan
2015,Serie A,23-Aug-15,1,2,Frosinone,Torino
2015,Serie A,23-Aug-15,1,0,Inter Milan,Atalanta
2015,Serie A,23-Aug-15,0,1,Juventus,Udinese
2015,Serie A,23-Aug-15,1,0,Palermo,Genoa
2015,Serie A,23-Aug-15,5,2,Sampdoria,Carpi
2015,Serie A,23-Aug-15,2,1,Sassuolo,Napoli
2015,Serie A,29-Aug-15,0,1,Bologna,Sassuolo
2015,Serie A,29-Aug-15,2,1,Milan,Empoli
2015,Serie A,30-Aug-15,2,0,Atalanta,Frosinone
2015,Serie A,30-Aug-15,1,2,Carpi,Inter Milan
2015,Serie A,30-Aug-15,4,0,Chievo Verona,Lazio
2015,Serie A,30-Aug-15,2,0,Genoa,Hellas Verona
2015,Serie A,30-Aug-15,2,2,Napoli,Sampdoria
2015,Serie A,30-Aug-15,2,1,Roma,Juventus
2015,Serie A,30-Aug-15,3,1,Torino,Fiorentina
2015,Serie A,30-Aug-15,0,1,Udinese,Palermo
2015,Serie A,12-Sep-15,1,0,Fiorentina,Genoa
2015,Serie A,12-Sep-15,0,2,Frosinone,Roma
2015,Serie A,12-Sep-15,1,1,Juventus,Chievo Verona
2015,Serie A,13-Sep-15,2,2,Empoli,Napoli
2015,Serie A,13-Sep-15,2,2,Hellas Verona,Torino
2015,Serie A,13-Sep-15,1,0,Inter Milan,Milan
2015,Serie A,13-Sep-15,2,0,Lazio,Udinese
2015,Serie A,13-Sep-15,2,2,Palermo,Carpi
2015,Serie A,13-Sep-15,2,2,Sassuolo,Atalanta
2015,Serie A,14-Sep-15,2,0,Sampdoria,Bologna
2015,Serie A,19-Sep-15,3,2,Milan,Palermo
2015,Serie A,19-Sep-15,1,2,Udinese,Empoli
2015,Serie A,20-Sep-15,1,1,Atalanta,Hellas Verona
2015,Serie A,20-Sep-15,1,0,Bologna,Frosinone
2015,Serie A,20-Sep-15,0,1,Carpi,Fiorentina
2015,Serie A,20-Sep-15,0,1,Chievo Verona,Inter Milan
2015,Serie A,20-Sep-15,0,2,Genoa,Juventus
2015,Serie A,20-Sep-15,5,0,Napoli,Lazio
2015,Serie A,20-Sep-15,2,2,Roma,Sassuolo
2015,Serie A,20-Sep-15,2,0,Torino,Sampdoria
2015,Serie A,22-Sep-15,2,3,Udinese,Milan
2015,Serie A,23-Sep-15,0,0,Carpi,Napoli
2015,Serie A,23-Sep-15,1,0,Chievo Verona,Torino
2015,Serie A,23-Sep-15,2,0,Fiorentina,Bologna
2015,Serie A,23-Sep-15,1,0,Inter Milan,Hellas Verona
2015,Serie A,23-Sep-15,1,1,Juventus,Frosinone
2015,Serie A,23-Sep-15,2,0,Lazio,Genoa
2015,Serie A,23-Sep-15,0,1,Palermo,Sassuolo
2015,Serie A,23-Sep-15,2,1,Sampdoria,Roma
2015,Serie A,24-Sep-15,0,1,Empoli,Atalanta
2015,Serie A,26-Sep-15,2,1,Napoli,Juventus
2015,Serie A,26-Sep-15,5,1,Roma,Carpi
2015,Serie A,27-Sep-15,1,2,Bologna,Udinese
2015,Serie A,27-Sep-15,1,0,Genoa,Milan
2015,Serie A,27-Sep-15,1,2,Hellas Verona,Lazio
2015,Serie A,27-Sep-15,1,4,Inter Milan,Fiorentina
2015,Serie A,27-Sep-15,1,1,Sassuolo,Chievo Verona
2015,Serie A,27-Sep-15,2,1,Torino,Palermo
2015,Serie A,28-Sep-15,2,1,Atalanta,Sampdoria
2015,Serie A,28-Sep-15,2,0,Frosinone,Empoli
2015,Serie A,3-Oct-15,2,1,Carpi,Torino
2015,Serie A,3-Oct-15,1,1,Chievo Verona,Hellas Verona
2015,Serie A,4-Oct-15,1,0,Empoli,Sassuolo
2015,Serie A,4-Oct-15,3,0,Fiorentina,Atalanta
2015,Serie A,4-Oct-15,3,1,Juventus,Bologna
2015,Serie A,4-Oct-15,2,0,Lazio,Frosinone
2015,Serie A,4-Oct-15,0,4,Milan,Napoli
2015,Serie A,4-Oct-15,2,4,Palermo,Roma
2015,Serie A,4-Oct-15,1,1,Sampdoria,Inter Milan
2015,Serie A,4-Oct-15,1,1,Udinese,Genoa
2015,Serie A,17-Oct-15,3,1,Roma,Empoli
2015,Serie A,17-Oct-15,1,1,Torino,Milan
2015,Serie A,18-Oct-15,3,0,Atalanta,Carpi
2015,Serie A,18-Oct-15,0,1,Bologna,Palermo
2015,Serie A,18-Oct-15,2,0,Frosinone,Sampdoria
2015,Serie A,18-Oct-15,3,2,Genoa,Chievo Verona
2015,Serie A,18-Oct-15,1,1,Hellas Verona,Udinese
2015,Serie A,18-Oct-15,0,0,Inter Milan,Juventus
2015,Serie A,18-Oct-15,2,1,Napoli,Fiorentina
2015,Serie A,18-Oct-15,2,1,Sassuolo,Lazio
2015,Serie A,24-Oct-15,1,2,Carpi,Bologna
2015,Serie A,24-Oct-15,2,0,Empoli,Genoa
2015,Serie A,24-Oct-15,1,1,Palermo,Inter Milan
2015,Serie A,25-Oct-15,0,1,Chievo Verona,Napoli
2015,Serie A,25-Oct-15,1,2,Fiorentina,Roma
2015,Serie A,25-Oct-15,2,0,Juventus,Atalanta
2015,Serie A,25-Oct-15,3,0,Lazio,Torino
2015,Serie A,25-Oct-15,2,1,Milan,Sassuolo
2015,Serie A,25-Oct-15,4,1,Sampdoria,Hellas Verona
2015,Serie A,25-Oct-15,1,0,Udinese,Frosinone
2015,Serie A,27-Oct-15,0,1,Bologna,Inter Milan
2015,Serie A,28-Oct-15,2,1,Atalanta,Lazio
2015,Serie A,28-Oct-15,2,1,Frosinone,Carpi
2015,Serie A,28-Oct-15,0,2,Hellas Verona,Fiorentina
2015,Serie A,28-Oct-15,1,0,Milan,Chievo Verona
2015,Serie A,28-Oct-15,2,0,Napoli,Palermo
2015,Serie A,28-Oct-15,3,1,Roma,Udinese
2015,Serie A,28-Oct-15,1,0,Sassuolo,Juventus
2015,Serie A,28-Oct-15,3,3,Torino,Genoa
2015,Serie A,29-Oct-15,1,1,Sampdoria,Empoli
2015,Serie A,31-Oct-15,1,0,Inter Milan,Roma
2015,Serie A,31-Oct-15,2,1,Juventus,Torino
2015,Serie A,1-Nov-15,3,0,Bologna,Atalanta
2015,Serie A,1-Nov-15,0,0,Carpi,Hellas Verona
2015,Serie A,1-Nov-15,4,1,Fiorentina,Frosinone
2015,Serie A,1-Nov-15,0,0,Genoa,Napoli
2015,Serie A,1-Nov-15,1,3,Lazio,Milan
2015,Serie A,1-Nov-15,0,0,Udinese,Sassuolo
2015,Serie A,2-Nov-15,1,1,Chievo Verona,Sampdoria
2015,Serie A,2-Nov-15,0,1,Palermo,Empoli
2015,Serie A,7-Nov-15,0,2,Hellas Verona,Bologna
2015,Serie A,7-Nov-15,0,0,Milan,Atalanta
2015,Serie A,8-Nov-15,1,3,Empoli,Juventus
2015,Serie A,8-Nov-15,2,2,Frosinone,Genoa
2015,Serie A,8-Nov-15,1,0,Napoli,Udinese
2015,Serie A,8-Nov-15,1,0,Palermo,Chievo Verona
2015,Serie A,8-Nov-15,2,0,Roma,Lazio
2015,Serie A,8-Nov-15,0,2,Sampdoria,Fiorentina
2015,Serie A,8-Nov-15,1,0,Sassuolo,Carpi
2015,Serie A,8-Nov-15,0,1,Torino,Inter Milan
2015,Serie A,21-Nov-15,2,2,Bologna,Roma
2015,Serie A,21-Nov-15,1,0,Juventus,Milan
2015,Serie A,22-Nov-15,0,1,Atalanta,Torino
2015,Serie A,22-Nov-15,1,2,Carpi,Chievo Verona
2015,Serie A,22-Nov-15,2,2,Fiorentina,Empoli
2015,Serie A,22-Nov-15,2,1,Genoa,Sassuolo
2015,Serie A,22-Nov-15,0,2,Hellas Verona,Napoli
2015,Serie A,22-Nov-15,4,0,Inter Milan,Frosinone
2015,Serie A,22-Nov-15,1,1,Lazio,Palermo
2015,Serie A,22-Nov-15,1,0,Udinese,Sampdoria
2015,Serie A,28-Nov-15,4,1,Milan,Sampdoria
2015,Serie A,28-Nov-15,2,0,Torino,Bologna
2015,Serie A,29-Nov-15,2,3,Chievo Verona,Udinese
2015,Serie A,29-Nov-15,1,0,Empoli,Lazio
2015,Serie A,29-Nov-15,3,2,Frosinone,Hellas Verona
2015,Serie A,29-Nov-15,1,2,Genoa,Carpi
2015,Serie A,29-Nov-15,0,3,Palermo,Juventus
2015,Serie A,29-Nov-15,0,2,Roma,Atalanta
2015,Serie A,30-Nov-15,2,1,Napoli,Inter Milan
2015,Serie A,30-Nov-15,1,1,Sassuolo,Fiorentina
2015,Serie A,4-Dec-15,0,2,Lazio,Juventus
2015,Serie A,5-Dec-15,1,0,Inter Milan,Genoa
2015,Serie A,5-Dec-15,1,1,Torino,Roma
2015,Serie A,6-Dec-15,3,0,Atalanta,Palermo
2015,Serie A,6-Dec-15,3,2,Bologna,Napoli
2015,Serie A,6-Dec-15,0,0,Carpi,Milan
2015,Serie A,6-Dec-15,3,0,Fiorentina,Udinese
2015,Serie A,6-Dec-15,0,2,Frosinone,Chievo Verona
2015,Serie A,6-Dec-15,0,1,Hellas Verona,Empoli
2015,Serie A,6-Dec-15,1,3,Sampdoria,Sassuolo
2015,Serie A,12-Dec-15,0,1,Genoa,Bologna
2015,Serie A,12-Dec-15,4,1,Palermo,Frosinone
2015,Serie A,12-Dec-15,0,4,Udinese,Inter Milan
2015,Serie A,13-Dec-15,1,0,Chievo Verona,Atalanta
2015,Serie A,13-Dec-15,3,0,Empoli,Carpi
2015,Serie A,13-Dec-15,3,1,Juventus,Fiorentina
2015,Serie A,13-Dec-15,1,1,Milan,Hellas Verona
2015,Serie A,13-Dec-15,0,0,Napoli,Roma
2015,Serie A,14-Dec-15,1,1,Lazio,Sampdoria
2015,Serie A,19-Dec-15,2,3,Bologna,Empoli
2015,Serie A,20-Dec-15,1,3,Atalanta,Napoli
2015,Serie A,20-Dec-15,2,3,Carpi,Juventus
2015,Serie A,20-Dec-15,2,0,Fiorentina,Chievo Verona
2015,Serie A,20-Dec-15,2,4,Frosinone,Milan
2015,Serie A,20-Dec-15,1,1,Hellas Verona,Sassuolo
2015,Serie A,20-Dec-15,1,2,Inter Milan,Lazio
2015,Serie A,20-Dec-15,2,0,Roma,Genoa
2015,Serie A,20-Dec-15,2,0,Sampdoria,Palermo
2015,Serie A,20-Dec-15,0,1,Torino,Udinese
2015,Serie A,5-Jan-16,2,3,Genoa,Sampdoria
2015,Serie A,6-Jan-16,3,3,Chievo Verona,Roma
2015,Serie A,6-Jan-16,0,1,Empoli,Inter Milan
2015,Serie A,6-Jan-16,3,0,Juventus,Hellas Verona
2015,Serie A,6-Jan-16,0,0,Lazio,Carpi
2015,Serie A,6-Jan-16,0,1,Milan,Bologna
2015,Serie A,6-Jan-16,2,1,Napoli,Torino
2015,Serie A,6-Jan-16,1,3,Palermo,Fiorentina
2015,Serie A,6-Jan-16,2,2,Sassuolo,Frosinone
2015,Serie A,6-Jan-16,2,1,Udinese,Atalanta
2015,Serie A,9-Jan-16,2,1,Carpi,Udinese
2015,Serie A,9-Jan-16,1,3,Fiorentina,Lazio
2015,Serie A,9-Jan-16,1,1,Roma,Milan
2015,Serie A,10-Jan-16,0,2,Atalanta,Genoa
2015,Serie A,10-Jan-16,0,1,Bologna,Chievo Verona
2015,Serie A,10-Jan-16,1,5,Frosinone,Napoli
2015,Serie A,10-Jan-16,0,1,Hellas Verona,Palermo
2015,Serie A,10-Jan-16,0,1,Inter Milan,Sassuolo
2015,Serie A,10-Jan-16,1,2,Sampdoria,Juventus
2015,Serie A,10-Jan-16,0,1,Torino,Empoli
2015,Serie A,16-Jan-16,1,1,Atalanta,Inter Milan
2015,Serie A,16-Jan-16,3,1,Napoli,Sassuolo
2015,Serie A,16-Jan-16,4,2,Torino,Frosinone
2015,Serie A,17-Jan-16,2,2,Bologna,Lazio
2015,Serie A,17-Jan-16,2,1,Carpi,Sampdoria
2015,Serie A,17-Jan-16,1,1,Chievo Verona,Empoli
2015,Serie A,17-Jan-16,4,0,Genoa,Palermo
2015,Serie A,17-Jan-16,2,0,Milan,Fiorentina
2015,Serie A,17-Jan-16,1,1,Roma,Hellas Verona
2015,Serie A,17-Jan-16,0,4,Udinese,Juventus
2015,Serie A,20-Jan-16,1,1,Sassuolo,Torino
2015,Serie A,23-Jan-16,2,2,Empoli,Milan
2015,Serie A,23-Jan-16,0,0,Frosinone,Atalanta
2015,Serie A,24-Jan-16,2,0,Fiorentina,Torino
2015,Serie A,24-Jan-16,1,1,Hellas Verona,Genoa
2015,Serie A,24-Jan-16,1,1,Inter Milan,Carpi
2015,Serie A,24-Jan-16,1,0,Juventus,Roma
2015,Serie A,24-Jan-16,4,1,Lazio,Chievo Verona
2015,Serie A,24-Jan-16,4,1,Palermo,Udinese
2015,Serie A,24-Jan-16,2,4,Sampdoria,Napoli
2015,Serie A,24-Jan-16,0,2,Sassuolo,Bologna
2015,Serie A,30-Jan-16,1,1,Atalanta,Sassuolo
2015,Serie A,30-Jan-16,1,1,Carpi,Palermo
2015,Serie A,30-Jan-16,3,1,Roma,Frosinone
2015,Serie A,31-Jan-16,3,2,Bologna,Sampdoria
2015,Serie A,31-Jan-16,0,4,Chievo Verona,Juventus
2015,Serie A,31-Jan-16,0,0,Genoa,Fiorentina
2015,Serie A,31-Jan-16,3,0,Milan,Inter Milan
2015,Serie A,31-Jan-16,5,1,Napoli,Empoli
2015,Serie A,31-Jan-16,0,0,Torino,Hellas Verona
2015,Serie A,31-Jan-16,0,0,Udinese,Lazio
2015,Serie A,2-Feb-16,0,2,Sassuolo,Roma
2015,Serie A,3-Feb-16,1,1,Empoli,Udinese
2015,Serie A,3-Feb-16,2,1,Fiorentina,Carpi
2015,Serie A,3-Feb-16,1,0,Frosinone,Bologna
2015,Serie A,3-Feb-16,2,1,Hellas Verona,Atalanta
2015,Serie A,3-Feb-16,1,0,Inter Milan,Chievo Verona
2015,Serie A,3-Feb-16,1,0,Juventus,Genoa
2015,Serie A,3-Feb-16,0,2,Lazio,Napoli
2015,Serie A,3-Feb-16,0,2,Palermo,Milan
2015,Serie A,3-Feb-16,2,2,Sampdoria,Torino
2015,Serie A,6-Feb-16,1,1,Bologna,Fiorentina
2015,Serie A,6-Feb-16,0,0,Genoa,Lazio
2015,Serie A,7-Feb-16,0,0,Atalanta,Empoli
2015,Serie A,7-Feb-16,0,2,Frosinone,Juventus
2015,Serie A,7-Feb-16,3,3,Hellas Verona,Inter Milan
2015,Serie A,7-Feb-16,1,1,Milan,Udinese
2015,Serie A,7-Feb-16,1,0,Napoli,Carpi
2015,Serie A,7-Feb-16,2,1,Roma,Sampdoria
2015,Serie A,7-Feb-16,2,2,Sassuolo,Palermo
2015,Serie A,7-Feb-16,1,2,Torino,Chievo Verona
2015,Serie A,11-Feb-16,5,2,Lazio,Hellas Verona
2015,Serie A,12-Feb-16,1,3,Carpi,Roma
2015,Serie A,13-Feb-16,1,1,Chievo Verona,Sassuolo
2015,Serie A,13-Feb-16,1,2,Empoli,Frosinone
2015,Serie A,13-Feb-16,1,0,Juventus,Napoli
2015,Serie A,14-Feb-16,2,1,Fiorentina,Inter Milan
2015,Serie A,14-Feb-16,2,1,Milan,Genoa
2015,Serie A,14-Feb-16,1,3,Palermo,Torino
2015,Serie A,14-Feb-16,0,0,Sampdoria,Atalanta
2015,Serie A,14-Feb-16,0,1,Udinese,Bologna
2015,Serie A,19-Feb-16,0,0,Bologna,Juventus
2015,Serie A,20-Feb-16,3,1,Hellas Verona,Chievo Verona
2015,Serie A,20-Feb-16,3,1,Inter Milan,Sampdoria
2015,Serie A,21-Feb-16,2,3,Atalanta,Fiorentina
2015,Serie A,21-Feb-16,0,0,Frosinone,Lazio
2015,Serie A,21-Feb-16,2,1,Genoa,Udinese
2015,Serie A,21-Feb-16,5,0,Roma,Palermo
2015,Serie A,21-Feb-16,3,2,Sassuolo,Empoli
2015,Serie A,21-Feb-16,0,0,Torino,Carpi
2015,Serie A,22-Feb-16,1,1,Napoli,Milan
2015,Serie A,27-Feb-16,1,3,Empoli,Roma
2015,Serie A,27-Feb-16,1,0,Milan,Torino
2015,Serie A,28-Feb-16,1,1,Carpi,Atalanta
2015,Serie A,28-Feb-16,1,0,Chievo Verona,Genoa
2015,Serie A,28-Feb-16,2,0,Juventus,Inter Milan
2015,Serie A,28-Feb-16,0,0,Palermo,Bologna
2015,Serie A,28-Feb-16,2,0,Sampdoria,Frosinone
2015,Serie A,28-Feb-16,2,0,Udinese,Hellas Verona
2015,Serie A,29-Feb-16,1,1,Fiorentina,Napoli
2015,Serie A,29-Feb-16,0,2,Lazio,Sassuolo
2015,Serie A,4-Mar-16,4,1,Roma,Fiorentina
2015,Serie A,5-Mar-16,0,3,Hellas Verona,Sampdoria
2015,Serie A,5-Mar-16,3,1,Napoli,Chievo Verona
2015,Serie A,6-Mar-16,0,2,Atalanta,Juventus
2015,Serie A,6-Mar-16,0,0,Bologna,Carpi
2015,Serie A,6-Mar-16,2,0,Frosinone,Udinese
2015,Serie A,6-Mar-16,1,0,Genoa,Empoli
2015,Serie A,6-Mar-16,3,1,Inter Milan,Palermo
2015,Serie A,6-Mar-16,2,0,Sassuolo,Milan
2015,Serie A,6-Mar-16,1,1,Torino,Lazio
2015,Serie A,11-Mar-16,1,0,Juventus,Sassuolo
2015,Serie A,12-Mar-16,1,1,Empoli,Sampdoria
2015,Serie A,12-Mar-16,2,1,Inter Milan,Bologna
2015,Serie A,13-Mar-16,2,1,Carpi,Frosinone
2015,Serie A,13-Mar-16,0,0,Chievo Verona,Milan
2015,Serie A,13-Mar-16,1,1,Fiorentina,Hellas Verona
2015,Serie A,13-Mar-16,3,2,Genoa,Torino
2015,Serie A,13-Mar-16,2,0,Lazio,Atalanta
2015,Serie A,13-Mar-16,0,1,Palermo,Napoli
2015,Serie A,13-Mar-16,1,2,Udinese,Roma
2015,Serie A,19-Mar-16,0,0,Empoli,Palermo
2015,Serie A,19-Mar-16,1,1,Roma,Inter Milan
2015,Serie A,20-Mar-16,2,0,Atalanta,Bologna
2015,Serie A,20-Mar-16,0,0,Frosinone,Fiorentina
2015,Serie A,20-Mar-16,1,2,Hellas Verona,Carpi
2015,Serie A,20-Mar-16,1,1,Milan,Lazio
2015,Serie A,20-Mar-16,3,1,Napoli,Genoa
2015,Serie A,20-Mar-16,0,1,Sampdoria,Chievo Verona
2015,Serie A,20-Mar-16,1,1,Sassuolo,Udinese
2015,Serie A,20-Mar-16,1,4,Torino,Juventus
2015,Serie A,2-Apr-16,1,3,Carpi,Sassuolo
2015,Serie A,2-Apr-16,1,0,Juventus,Empoli
2015,Serie A,3-Apr-16,2,1,Atalanta,Milan
2015,Serie A,3-Apr-16,3,1,Chievo Verona,Palermo
2015,Serie A,3-Apr-16,1,1,Fiorentina,Sampdoria
2015,Serie A,3-Apr-16,4,0,Genoa,Frosinone
2015,Serie A,3-Apr-16,1,2,Inter Milan,Torino
2015,Serie A,3-Apr-16,1,4,Lazio,Roma
2015,Serie A,3-Apr-16,3,1,Udinese,Napoli
2015,Serie A,4-Apr-16,0,1,Bologna,Hellas Verona
2015,Serie A,9-Apr-16,1,0,Chievo Verona,Carpi
2015,Serie A,9-Apr-16,0,1,Frosinone,Inter Milan
2015,Serie A,9-Apr-16,1,2,Milan,Juventus
2015,Serie A,9-Apr-16,0,1,Sassuolo,Genoa
2015,Serie A,10-Apr-16,2,0,Empoli,Fiorentina
2015,Serie A,10-Apr-16,3,0,Napoli,Hellas Verona
2015,Serie A,10-Apr-16,0,3,Palermo,Lazio
2015,Serie A,10-Apr-16,2,0,Sampdoria,Udinese
2015,Serie A,10-Apr-16,2,1,Torino,Atalanta
2015,Serie A,11-Apr-16,1,1,Roma,Bologna
2015,Serie A,16-Apr-16,0,1,Bologna,Torino
2015,Serie A,16-Apr-16,4,1,Carpi,Genoa
2015,Serie A,16-Apr-16,2,0,Inter Milan,Napoli
2015,Serie A,17-Apr-16,3,3,Atalanta,Roma
2015,Serie A,17-Apr-16,3,1,Fiorentina,Sassuolo
